Cite Key,Title,Authors,Year,Publication Date,Journal,Abstract,Citation Count,Citations/Year,DOI,URL
Han26,Tau pathological activity in plasma before the onset of symptomatic Alzheimer’s disease,B. Hanseeuw; L. Quenon; J.-L. Bayart; E. Boyer; L. Colmant; Y. Salman; T. Gérard; L. Huyghe; Vincent Malotaux; P. Kienlen‐Campard; Flo Blondiaux Pirson; R. Lhommel; L. Dricot; A. Ivanoiu; K. Shamsundar; Winnie Pak; J. Soldo; Khalid Iqbal,2026,2026-04-04,medRxiv,"Alzheimer s disease (AD) and other tauopathies are characterized by the hyperphosphorylation of tau (pTau), leading to its aggregation in the brain, a process strongly predictive of neurodegeneration and future cognitive decline. Currently, tau positron emission tomography (PET) is the only validated method for detecting tau aggregates in vivo. However, its high cost, invasiveness, and limited accessibility restrict its use in clinical settings and preclude large-scale screening. Moreover, existing plasma biomarkers that quantify the level of pTau at specific sites (e.g., pTau217) have limited specificity for confirming AD-related tau aggregation, partly due to the heterogeneous and irregular phosphorylation patterns of pTau. Besides, the concentration of pTau is frequently elevated in the context of isolated amyloid-{beta} pathology, which is less strongly associated with cognitive decline in the absence of aggregated tau. There is therefore an urgent need for a reliable and scalable blood-based biomarker of tau pathology. A key mechanism underlying AD tau pathology is the ability of pathologically active pTau (PA pTau) to bind to and seed normal tau, facilitating prion-like propagation of insoluble tau aggregates. Here, we assessed the diagnostic performance of the VeraBIND Tau assay, the first functional assay to detect PA pTau seeding activity in plasma. Seventy-nine cognitively unimpaired (CU) and 66 cognitively impaired older adults underwent blood sampling, cognitive assessment, amyloid-PET or cerebrospinal fluid (CSF) analysis, and [18F]-MK6240 tau-PET imaging. Plasma pTau217 concentrations were quantified using the Lumipulse platform (Fujirebio). The VeraBIND Tau assay isolated PA pTau from plasma and evaluated its ability to bind recombinant normal tau using a tagged-tau chemiluminescent readout. VeraBIND Tau demonstrated 94.2% sensitivity and 96.1% specificity for predicting tau-PET positivity (AUC=0.97). It outperformed plasma pTau217 in CU individuals (PPV=85.9%), regardless of the pTau217 threshold used (maximal PPV of 57.5% using the 0.256pg/mL pTau217 threshold). This higher VeraBIND Tau diagnostic accuracy was driven by early tau-PET stages (Braak-like tau-PET stages 1-3; AUC=0.96 vs. 0.74 for pTau217, p=0.003). Moreover, both cross-sectional values and annual changes in VeraBIND Tau were significantly correlated with cognitive performance and entorhinal tau-PET signal (all absolute Spearman r[≥]0.23, p<0.05). These findings highlight the strong potential of VeraBIND Tau as a scalable and accurate screening tool to detect AD tau pathology in the general population. The assay may also help enrich clinical trials with tau-PET positive CU individuals, enhance clinical diagnostic workflows and support monitoring of tau-targeted therapies. Future work should evaluate its utility in optimizing triage and early-intervention strategies.",0,0.0,10.64898/2026.04.03.26350110,https://doi.org/10.64898/2026.04.03.26350110
Val25,Blood biomarkers of Alzheimer’s disease and progression across different stages of cognitive decline in the community,Martina Valletta; D. Vetrano; Caterina Gregorio; D. Rizzuto; B. Winblad; M. Canevelli; Sarah Andersson; M. Dale; Claudia Fredolini; E. Laukka; Laura Fratiglioni; G. Grande,2025,2025-11-23,Nature Communications,"Blood biomarkers of Alzheimer’s disease (AD) are promising for dementia prediction, but their association with progression across intermediate stages of cognitive decline in the general population remains unclear. We followed 2148 dementia-free individuals from a Swedish population-based cohort for up to 16 years. Associations between baseline AD blood biomarkers and transitions between normal cognition, mild cognitive impairment (MCI), and dementia were examined. Lower amyloid-β42/40 ratio and higher phosphorylated-tau181 (p-tau181), p-tau217, total-tau, neurofilament light chain (NfL), and glial fibrillary acidic protein (GFAP) were associated with faster progression from MCI to all-cause and AD dementia, with the strongest associations for NfL and p-tau217. Elevated NfL and GFAP were linked to reduced MCI reversion to normal cognition, whereas no biomarker was associated with MCI development from normal cognition. These findings show robust group-level associations and indicate that AD blood biomarkers may help stratify dementia risk at the MCI stage in the community. Blood biomarkers of Alzheimer’s disease, including p-tau217, are linked with faster progression from mild cognitive impairment to dementia, supporting their potential for risk stratification at the stage of mild cognitive impairment in the community.",6,9.8,10.1038/s41467-025-66728-2,https://doi.org/10.1038/s41467-025-66728-2
Ave25,Uncovering plaque-glia niches in human Alzheimer’s disease brains using spatial transcriptomics,Denis R. Avey; Bernard Ng; R. Vialle; Nicola A. Kearns; K. de Paiva Lopes; Artemis Iatrou; Sashini L De Tissera; Himanshu Vyas; Devin M. Saunders; Danny Flood; Jishu Xu; S. Tasaki; Chris Gaiteri; David A. Bennett; Yanling Wang,2025,2025-07-16,Molecular Neurodegeneration Advances,"Amyloid-beta (Aβ) plaques and their associated glial responses are hallmark features of Alzheimer’s disease (AD), yet their interactions within the human brain remain poorly defined. We applied spatial transcriptomics (ST) and immunohistochemistry (IHC) to 78 postmortem brain sections from 21 individuals in the Religious Orders Study and Memory and Aging Project (ROSMAP). We paired ST with histological data and stratified spots into major categories of plaque-glia niches based on Aβ, GFAP, and IBA1 intensity. Leveraging published ROSMAP single-nucleus RNA-seq data, we examined differences in gene expression, cellular composition, and intercellular communication across these niches. Neuronal and glial changes were validated by IHC and quantitative analyses. We further characterized glial responses using gene set enrichment analysis (GSEA) with known mouse glial signatures and human AD-associated microglial states. Finally, we used iPSC-derived multicellular cultures and single-cell RNA sequencing (scRNA-seq) to identify cell types that, upon short-term Aβ exposure, recapitulate the glial responses observed in the human spatial data. Low-Aβ regions, enriched for diffuse plaques, exhibited transcriptomic profiles consistent with greater neuronal loss than high-Aβ regions. High-glia regions showed increased expression of inflammatory and neurodegenerative pathways. Spatial glial responses aligned with established gene modules, including plaque-induced genes (PIGs), oligodendrocyte (OLIG) responses, disease-associated microglia (DAM), disease-associated astrocytes (DAA), and human AD-associated microglial states, indicating that diverse glial phenotypes emerge around plaques and shape the local immune environment. IHC confirmed elevated neuronal apoptosis near low-Aβ plaques and greater CD68 abundance and synaptic loss near glia-high plaques. In vitro, iPSC-derived microglia—but not astrocytes—exposed to Aβ displayed transcriptomic changes that closely mirrored the glial states identified in our ST dataset. Our study provides a comprehensive spatial transcriptomic dataset from human AD brain tissue and bridges spatial gene expression with traditional neuropathology. By integrating ST, snRNA-seq, and human multicellular models, we map cellular states and molecular events within plaque-glia niches. This work offers a spatially resolved framework for dissecting plaque-glia interactions and reveals new insights into the cellular and molecular heterogeneity underlying neurodegenerative pathology.",14,14.4,10.1186/s44477-025-00002-z,https://doi.org/10.1186/s44477-025-00002-z
Zim25,Donanemab in early symptomatic Alzheimer’s disease: results from the TRAILBLAZER-ALZ 2 long-term extension,J. Zimmer; J. Sims; C. Evans; E. S. M. Nery; Hong Wang; A. Wessels; Giulia Tronchin; Shoichiro Sato; L. L. Rakêt; Scott W. Andersen; C. Sapin; M. Paget; Ivelina Gueorguieva; P. Ardayfio; Rashna Khanna; D. Brooks; Brandy R. Matthews; Mark A. Mintun,2025,2025-12-01,The Journal of Prevention of Alzheimer's Disease,Highlights • Donanemab-treated participants showed increasing clinical benefits over 3 years.• Clinical benefits of donanemab continued after the treatment course was completed.• Amyloid reaccumulation was comparable to the natural amyloid accumulation rate.• No new safety signals were seen versus the established safety profile of donanemab.,6,10.1,10.1016/j.tjpad.2025.100446,https://doi.org/10.1016/j.tjpad.2025.100446
Chi25,The Role of Amyloid-β and Tau PET in the New Era of Alzheimer Disease Therapies,Konstantinos Chiotis; Yingbing Wang; R. La Joie; G. Rabinovici,2025,2025-11-25,The Journal of Nuclear Medicine,"Visual Abstract The advent of amyloid-β (Aβ) and tau PET imaging has revolutionized Alzheimer disease (AD) research, enabling in vivo detection of hallmark pathologies and transforming both diagnosis and therapeutic development. These imaging modalities have played a central role in the clinical trials that led to the recent approval of Aβ-targeting therapies, with Aβ PET used for participant selection and treatment monitoring and tau PET increasingly integrated to assess disease staging and prognosis. This continuing-education article reviews the current clinical validation of Aβ and tau PET imaging in AD, outlines the available evidence for the recently approved anti-Aβ therapies, and examines how PET imaging was operationalized in the trials for these novel therapeutic agents. We explore the potential for translating trial-based imaging protocols into clinical practice—particularly how PET quantification beyond binary visual reads can support nuanced decisions regarding patient eligibility, risk stratification, therapeutic monitoring, and duration of treatment. In addition, we discuss the emerging landscape of tau-targeting therapies and the anticipated central role of tau PET in their clinical evaluation. Finally, we identify key knowledge gaps and unmet needs that must be addressed to facilitate broader clinical adoption of PET imaging, including standardization efforts, accessibility and reimbursement, and evidence-based guidelines for interpretation and use.",5,8.2,10.2967/jnumed.124.268339,https://doi.org/10.2967/jnumed.124.268339
Wu25,A 2025 update on treatment strategies for the Alzheimer’s disease spectrum,Chuang-Kuo Wu; J. Fuh,2025,2025-05-30,Journal of the Chinese Medical Association : JCMA,"Alzheimer’s disease (AD) is a complex and progressive neurodegenerative disorder with a continuum of stages ranging from preclinical/asymptomatic phase to severe dementia. Over the past decades, significant advances in diagnostic biomarkers and disease-modifying therapies have reshaped the treatment landscape. This review provides a comprehensive overview of the current treatment paradigm for AD in 2025, incorporating the latest developments in pharmacological and non-pharmacological interventions. The advent of anti-amyloid immunotherapy, including the US Food & Drug Administration (FDA)-approved monoclonal antibodies such as lecanemab and donanemab, has proven efficacy in slowing cognitive decline in early-stage AD. These therapies mark a change in thinking in AD management, emphasizing the importance of early diagnosis and intervention. Cholinesterase inhibitors and memantine remain the standard treatments for mild, moderate to severe dementia, providing symptomatic relief and functional stabilization. Additionally, emerging strategies targeting tau pathology and neuroinflammation are under investigation, offering hope for future breakthroughs. Beyond pharmacotherapy, this review highlights the importance of personalized, multimodal treatment approaches that integrate lifestyle modifications, cognitive training, and caregiver support. The updated diagnostic framework, incorporating fluid and imaging biomarkers, enables more precise staging and individualized treatment plans. Despite these advances, challenges still lie in refining patient selection, addressing treatment-related side effects, and ensuring accessibility to appropriate therapies. As the field moves forward, ongoing clinical trials and real-world evidence will further refine treatment strategies. A proactive approach, combining early detection with disease-modifying and symptomatic therapies, is essential for improving patient outcomes and quality of life. This article synthesizes current knowledge and provides a roadmap for clinicians and researchers navigating the evolving landscape of AD treatment.",29,26.4,10.1097/JCMA.0000000000001252,https://doi.org/10.1097/JCMA.0000000000001252
Fro25,"Tau biology, biomarkers, and therapeutics",Bess Frost; H. Kolb; A. Algeciras-Schimnich; T. Betthauser; Sarah L. DeVos; R. Edelmayer; Fiona Elwood; A. Fleisher; D. Henley; Kanta Horie; Brad Hyman; W. Kreisl; Luka Kulić; A. Leuzy; Jose‐Alberto Palma; Sophie Parmentier‐Batteur; M. Patru; G. Rabinovici; L. Reyderman; R. Sperling; Serge van der Geyten; Kristin R Wildsmith; Simin Mahinrad; Maria C. Carrillo; Christopher J. Weber,2025,2025-10-01,Alzheimer's & Dementia : Translational Research & Clinical Interventions,"As Alzheimer's disease (AD) research advances, tau has emerged as both a critical biomarker and a promising therapeutic target, central to understanding disease mechanisms, tracking progression, and guiding treatment development. The Fall 2024 Alzheimer's Association Research Roundtable convened experts from academia, industry, National Institutes of Health (NIH), and the United States Food and Drug Administration (FDA) to explore current progress and future directions in tau‐centered diagnostics and therapeutics. Discussions addressed the integration of tau biomarkers into the 2024 Revised Diagnostic Criteria for AD, updates to amyloid and tau positron emission tomography (PET) imaging, and modeling of biomarker trajectories. Presenters highlighted tau‐targeting therapeutics including antisense oligonucleotides, monoclonal antibodies, and small molecules, alongside innovations in drug delivery. The interplay between anti‐amyloid and anti‐tau therapies and strategic design of combination trials were key themes. Regulatory insights facilitated discussions on drug approval pathways. The meeting highlighted the rapid evolution of tau research and emphasized opportunities to improve diagnostics, trial design, and treatment strategies in AD.",2,2.6,10.1002/trc2.70165,https://doi.org/10.1002/trc2.70165
Bay25,Multi-region spatial transcriptomics reveals region specific differences in response to amyloid beta (Aβ) plaque induced changes in Alzheimer’s disease (AD),O. Bayaraa; Michael Aksu; E. DeBose-Scarlett; Emily Hocke; Vaibhav Jain; Shih-Hsiu J. Wang; Dianne A. Cruz; S. Gregory,2025,2025-11-29,Human Genomics,"Alzheimer’s disease (AD) is the leading cause of dementia affecting 55 million people worldwide. The pathological hallmarks of AD, beta-amyloid (Aβ) plaques and neurofibrillary tangles (NFT), follow distinct stereotypical patterns of progression across brain regions and trigger a multicellular response that ultimately leads to neuronal loss and cognitive decline. Despite the uniform spread of Aβ plaque across the cortex during AD progression, different regions demonstrate varying levels of vulnerability and resilience to temporal Aβ plaque induced changes, such as NFT accumulation. There is a critical gap in our understanding of the cell types and molecular mechanisms that underlie these region-specific differences in resilience to Aβ plaque induced changes. In this study, we hypothesized that brain region and cell type specific transcriptional responses within the Aβ microenvironment, and more broadly within the grey matter, may contribute to this variation. We carried out matched multi-region spatial transcriptomics and Aβ immunofluorescence staining from the entorhinal, occipito-temporal, dorsolateral prefrontal, and striate cortices from two individuals with Braak III and Thal 4 AD. Spatiotemporal comparisons of cell type proportions, gene expression, and cell–cell communication revealed differences in the vulnerability of somatostatin and somatostatin chondrolectin inhibitory neurons and the expression of endosomal and lysosomal trafficking and metallothionein genes within the Aβ plaque microenvironment. We also observed variations in blood–brain-barrier dysfunction, fibroblast growth factor signaling, and vascular impairment and repair related cell–cell communication networks within the grey matter across the four regions. Our results demonstrate the value of simultaneously profiling AD-omic and spatial modalities in multiple regions to elucidate how cortical region-specific differences contribute to selective vulnerability and resilience during neurodegeneration. These cortical region and Aβ microenvironment-specific transcriptional changes during AD neurodegeneration highlight the potential for spatially targeted therapeutic approaches.",1,1.7,10.1186/s40246-025-00875-x,https://doi.org/10.1186/s40246-025-00875-x
Zho25,Microglia networks within the tapestry of alzheimer’s disease through spatial transcriptomics,Yi Zhou; Christopher K. Glass,2025,2025-09-29,Molecular Neurodegeneration,"Understanding Alzheimer’s disease (AD) at the cellular level requires insights into how diverse cell types respond to hallmark pathologies, including amyloid plaques and tau aggregates. Although single-cell transcriptomic approaches have illuminated the trajectories of AD progression in both animal models and human brains, they often lack the spatial context necessary to fully comprehend cell–cell interactions and microenvironmental influences. In this review, we discuss recent advances in spatial transcriptomics—integrating both imaging- and sequencing-based methods—that map gene expression within intact brain tissues. We highlight how these technologies have revealed regional heterogeneity and functional diversity among microglia, and their dynamic interactions with astrocytes, neurons, and oligodendrocytes in both aging and AD. Emphasis is placed on the interactions of microglia within the amyloid plaque niche, their contribution to synaptic degeneration, and how aging accelerates microglial and glial activation. By synthesizing findings from AD mouse models and physiologically characterized human tissues, we provide a comprehensive view of the cellular interplay driving AD pathogenesis and offer insights into potential therapeutic avenues.",7,9.1,10.1186/s13024-025-00897-y,https://doi.org/10.1186/s13024-025-00897-y
Gar25,Exploring cellular heterogeneity: single-cell and spatial transcriptomics of Alzheimer's disease brains and iPSC-derived microglia,Anjali Garg; Sheeny V Vo; I. D. de Souza; Ayslan Castro Brant; L. Brase; E. Aladyeva; Ricardo D'Oliveira Albanus; Aasritha Nallapu; Hongjun Fu; Oscar Harari,2025,2025-12-28,Alzheimer's Research & Therapy,"Microglia, the brain’s resident immune cells, play a pivotal role in Alzheimer’s disease (AD) pathogenesis. These cells exhibit diverse transcriptional states in response to neuroinflammatory stimuli, and characterizing these states is essential for understanding AD mechanisms. We integrated single-cell and spatial transcriptomic datasets from multiple cohorts and brain regions, encompassing both experimental models and human tissues. Findings were validated through immunostaining of human brain samples. Our comprehensive atlas revealed pronounced heterogeneity among microglial states, with disease-associated microglia (DAM) significantly enriched in AD brains compared to controls. Spatial transcriptomics and immunohistochemistry demonstrated that DAM predominantly localize to external cortical layers and near amyloid plaques, whereas homeostatic microglia are more abundant in internal cortical layers and distal regions. Immunofluorescence staining for P2RY12 and CD68 confirmed these spatial distributions. By harmonizing single-cell and spatial transcriptomics, we provide a detailed atlas of microglial diversity, highlighting regional and pathological specificity of microglial states in AD. This work advances prior studies by mapping microglial transcriptional states across multiple human cohorts and experimental contexts, integrating spatial data to reveal novel anatomical patterns. The enrichment of DAM in external cortical layers and homeostatic microglia in internal layers represents a previously unreported finding with potential therapeutic implications. While not exhaustive of all microglial datasets, this study establishes the first integrated reference combining single-nucleus and spatial transcriptomics, underscoring the importance of linking microglial diversity to AD neuropathology and brain architecture.",1,1.9,10.1186/s13195-025-01944-y,https://doi.org/10.1186/s13195-025-01944-y
Rod25,Cell-type specific profiling of human entorhinal cortex at the onset of Alzheimer’s disease neuropathology,Patricia Rodriguez-Rodriguez; Wei Wang; Christina Tsagkogianni; Irena Feng; Ana Morello‐Megias; Kaahini Jain; V. Alanko; H. Kahvecioglu; Elyas Mohammadi; Xiaofei Li; M. Flajolet; A. Sandebring-Matton; Silvia Maioli; N. Vidal; A. Milošević; Jean-Pierre Roussarie,2025,2025-01-01,bioRxiv,"Neurons located in layer II of the entorhinal cortex (ECII) are the primary site of pathological tau accumulation and neurodegeneration at preclinical stages of Alzheimer’s disease (AD). Exploring the alterations that underlie the early degeneration of these cells is essential to develop therapies that curb the disease before symptom onset. Here we performed cell-type specific profiling of human EC at the onset of AD neuropathology. We identify an early response to amyloid pathology by microglia and oligodendrocytes. Importantly, we provide the first insight into neuronal alterations that coincide with incipient tau pathology: the signaling pathway for Reelin, recently shown to be a major AD resilience gene is dysregulated in ECII neurons, while the secreted synaptic organizer molecules NPTX2 and CBLN4, emerging AD biomarkers, are downregulated in surrounding neurons. By uncovering the complex multicellular landscape of EC at these early AD stages, this study paves the way for detailed characterization of the mechanisms governing NFT formation and opens long-needed novel therapeutic avenues.",0,0.0,10.1101/2024.12.31.630881,https://doi.org/10.1101/2024.12.31.630881
Mar26,Analytical agreement and platform-specific decision thresholds for plasma p-tau217 measured on Lumipulse G600II and Cobas e801 in a paired CSF–plasma cohort,María Martínez-Bujidos; A. Menendez; Jose Arnau Pulido-Gracia; D. Vilas; Daniela Samaniego; L. Ispierto; Cristian Morales-Indiano; P. Pástor,2026,2026-05-05,Clinical Chemistry and Laboratory Medicine (CCLM),"Abstract Objectives Plasma phosphorylated tau at threonine 217 (p-tau217) has emerged as a highly accurate blood-based biomarker of Alzheimer’s disease (AD) pathology. As disease-modifying anti-amyloid therapies enter clinical practice, scalable biomarkers with robust and clinically interpretable decision thresholds are required. However, evidence on inter-platform comparability and threshold transferability across automated assays remains limited. Methods We conducted a head-to-head comparison of two automated platforms – Lumipulse® G600II and Cobas® e801 – for plasma p-tau217 measurement in 157 consecutive patients undergoing lumbar puncture. Amyloid status was defined by the CSF Aβ42/Aβ40 ratio. Agreement was assessed using intraclass correlation coefficients and Bland–Altman analysis. Diagnostic performance was evaluated using receiver operating characteristic curves. Optimal thresholds were derived using the Youden index. Predefined rule-out (≥95 % sensitivity) and rule-in (≥95 % specificity) thresholds were explored, alongside alternative ≥90 % thresholds. Results Agreement between platforms was excellent (Spearman ρ=0.922; ICC(3,1)=0.922), although Bland–Altman analysis revealed a small systematic difference in absolute concentrations. Both assays showed comparable diagnostic accuracy for amyloid positivity (AUC=0.923 for both platforms; DeLong p>0.99), but required platform-specific thresholds. Rule-out and rule-in thresholds achieved ≥95 % sensitivity and specificity, with strong likelihood ratios and excellent categorical agreement (weighted κ=0.870). Approximately 30 % of individuals were classified in the grey zone. Using ≥90 % thresholds reduced the grey zone to 9–13 % while maintaining excellent agreement. Conclusions Plasma p-tau217 demonstrates high analytical concordance and comparable diagnostic performance across automated platforms despite systematic concentration differences. Platform-specific dual-threshold strategies may support structured and clinically interpretable implementation, pending prospective multicenter validation.",0,0.0,10.1515/cclm-2026-0395,https://doi.org/10.1515/cclm-2026-0395
Che26b,Diagnostic performance of an automated plasma p-tau217 chemiluminescent assay for detecting Aβ pathology in a Chinese memory clinic cohort.,Shuai Chen; Feng-yu Wang; Rong Li; C. Fu; Jing-Yu Shao; Yu Shen; K. Ma; Xiaodi Hao; Lin Cao; Junling Xu; Jie-Wen Zhang,2026,2026-06-05,The journal of prevention of Alzheimer's disease,"BACKGROUND
Blood-based biomarkers have emerged as promising tools for detecting Alzheimer's disease (AD) pathology, but validation of automated plasma assays in Chinese clinical populations remains limited. This study evaluated the diagnostic performance of a fully automated chemiluminescent plasma biomarker assay for detecting amyloid-β (Aβ) pathology in a Chinese memory clinic cohort under different pre-analytical conditions.


METHODS
We enrolled 409 cognitively impaired participants from a single-center memory clinic, using amyloid-β positron emission tomography (Aβ-PET) as the reference standard. Plasma samples were analyzed under two pre-analytical conditions: frozen batch-processed samples from a historical cohort (n = 198) and freshly collected samples analyzed in real time in a prospective cohort (n = 211). Additionally, 95 participants underwent tau-PET imaging. Six plasma biomarkers were quantified using the Vazyme® AD Assay.


RESULTS
Across cohorts, p-tau217, p-tau217/Aβ42 ratio, and NfL/p-tau217 ratio consistently achieved excellent diagnostic performance (AUCs 0.92-0.95), followed by p-tau181 (AUCs 0.86-0.90). GFAP (AUCs 0.82-0.83) and the Aβ42/40 ratio (AUCs 0.76-0.81) showed moderate discriminative performance. Plasma p-tau217 alone achieved diagnostic accuracy comparable to composite biomarker models. A dual cut-point strategy reduced the indeterminate zone to <30%, with positive predictive values of 0.97-0.99 and negative predictive values of 0.86-0.87. Plasma p-tau217 was also significantly associated with tau-PET burden in both meta-temporal and neocortical regions (P < 0.001).


CONCLUSION
This automated chemiluminescent plasma biomarker assay demonstrated high diagnostic accuracy for detecting Aβ pathology in a Chinese memory clinic cohort under different pre-analytical conditions. The findings support its potential utility as a practical blood-based biomarker approach in specialized clinical settings, while further multicenter studies are needed to confirm its generalizability across broader populations and healthcare environments.",0,0.0,10.1016/j.tjpad.2026.100613,https://doi.org/10.1016/j.tjpad.2026.100613
